order_id,customer_id,customer_name,region,order_date,ship_date,product_id,category,sub_category,product_name,quantity,unit_price,discount,sales,profit,latitude,longitude
O101128,C4168,Anthony Hess,South,2023-03-10,2023-03-16,P553,Office Supplies,Art,Fear Model A,6,101.85,0.0,611.1,147.37,48.730761,-96.334529
O101129,C2060,Kathryn Walker,East,2024-03-23,2024-03-27,P905,Technology,Accessories,Product Model B,3,348.57,0.0,1045.71,77.56,48.41826,-123.878628
O101130,C7278,Christopher Carter,East,2023-07-19,2023-07-24,P539,Office Supplies,Art,Director Model C,2,471.64,0.0,943.28,179.31,45.215941,-102.409713
O101131,C6885,Dr. Michelle Jones,Central,2024-10-25,2024-11-02,P792,Technology,Accessories,Possible Model A,2,159.14,0.0,318.28,73.11,38.207116,-78.13828
O101132,C8804,Shelly Henderson,West,2023-12-05,2023-12-13,P253,Office Supplies,Paper,Real Model C,9,425.0,0.1,3442.5,406.6,30.588195,-77.352995
O101133,C3984,Leslie Lee,East,2024-08-24,2024-08-29,P944,Furniture,Chairs,Establish Model A,8,332.56,0.1,2394.43,335.66,27.154941,-94.183676
O101134,C7806,Danielle Perez,West,2024-09-19,2024-09-20,P292,Office Supplies,Binders,Data Model A,8,56.42,0.0,451.36,41.99,45.281754,-74.989253
O101135,C8317,Cindy Cook,South,2023-05-07,2023-05-11,P913,Furniture,Tables,Increase Model C,9,470.51,0.0,4234.59,239.23,48.528261,-106.731965
O101136,C5217,Vanessa Stewart,South,2024-09-29,2024-10-08,P737,Technology,Machines,Partner Model C,2,318.85,0.0,637.7,128.76,29.121216,-118.762033
O101137,C1731,Meghan Brown,Central,2023-11-24,2023-11-27,P318,Technology,Copiers,Environment Model C,9,125.42,0.1,1015.9,292.78,34.793946,-96.019619
O101138,C1886,Carlos Myers,South,2024-12-02,2024-12-07,P109,Furniture,Bookcases,Nothing Model A,1,178.02,0.1,160.22,46.13,41.291644,-74.953473
O101139,C4334,Brian Thomas,West,2023-11-08,2023-11-13,P203,Furniture,Chairs,Director Model B,2,131.7,0.0,263.4,46.91,37.267898,-86.414956
O101140,C1607,Michele Ball,West,2024-12-03,2024-12-07,P357,Office Supplies,Binders,Analysis Model A,9,69.56,0.0,626.04,34.48,27.290873,-71.536826
O101141,C2827,Joseph Nielsen,South,2023-05-01,2023-05-06,P260,Furniture,Chairs,Join Model A,4,83.18,0.1,299.45,54.56,48.421855,-97.11945
O101142,C3950,Maureen Guerra,Central,2023-11-01,2023-11-09,P661,Office Supplies,Binders,Free Model B,1,471.23,0.0,471.23,37.24,36.83678,-123.638073
O101143,C9243,Jonathan Perez,South,2023-07-01,2023-07-02,P225,Furniture,Bookcases,Blue Model A,6,380.86,0.1,2056.64,463.68,38.836538,-106.566807
O101144,C7103,Vanessa Parrish,West,2024-11-08,2024-11-16,P239,Office Supplies,Art,Exist Model C,8,84.8,0.0,678.4,180.53,39.087227,-82.029999
O101145,C6816,Brittany Davis,East,2024-01-18,2024-01-27,P637,Technology,Copiers,Teacher Model C,5,380.76,0.0,1903.8,323.97,44.986086,-120.33321
O101146,C4972,Anthony Rodriguez,Central,2024-11-06,2024-11-07,P613,Furniture,Bookcases,Sing Model A,5,134.22,0.0,671.1,168.47,45.44244,-120.686621
O101147,C3603,Mr. Jacob Medina Jr.,South,2024-10-17,2024-10-19,P189,Office Supplies,Binders,Until Model A,5,402.92,0.0,2014.6,152.45,46.86467,-105.668059
O101148,C9754,Bonnie Lawson,South,2024-07-26,2024-07-30,P894,Technology,Accessories,Treat Model B,7,117.99,0.1,743.34,206.05,33.138913,-96.23249
O101149,C1040,Tiffany Grimes,South,2023-12-03,2023-12-09,P755,Technology,Machines,You Model A,2,20.24,0.0,40.48,2.23,32.718459,-122.996033
O101150,C2884,Edward Young,East,2024-04-10,2024-04-14,P282,Technology,Machines,East Model B,6,375.77,0.0,2254.62,322.05,35.365567,-108.978452
O101151,C7609,Jonathan Burton,East,2023-07-06,2023-07-12,P312,Furniture,Bookcases,Point Model A,6,404.64,0.0,2427.84,536.67,35.010542,-71.0845
O101152,C5245,Robert Garcia,East,2023-09-11,2023-09-12,P742,Technology,Copiers,Effect Model B,8,49.2,0.2,314.88,72.16,40.395345,-82.123451
O101153,C3329,Rebecca White,Central,2024-07-01,2024-07-08,P543,Office Supplies,Art,Action Model A,5,222.25,0.0,1111.25,314.93,48.067991,-108.834729
O101154,C9373,Matthew Davis,South,2024-02-12,2024-02-13,P715,Furniture,Chairs,Room Model B,7,460.43,0.0,3223.01,383.69,45.223854,-100.690187
O101155,C6571,Ashley Ballard,Central,2023-02-28,2023-03-10,P181,Furniture,Tables,Yes Model A,4,253.31,0.0,1013.24,77.38,26.862934,-76.308428
O101156,C1454,Kevin Rivera,East,2024-11-30,2024-12-01,P930,Furniture,Tables,All Model A,1,261.92,0.2,209.54,47.15,27.123566,-106.467306
O101157,C8245,Lauren Anderson,Central,2024-01-31,2024-02-05,P547,Technology,Accessories,Write Model A,3,468.46,0.0,1405.38,169.39,34.818172,-121.051261
O101158,C9625,Antonio Lewis MD,West,2024-03-21,2024-03-29,P197,Technology,Copiers,Man Model B,4,247.65,0.0,990.6,276.21,34.803542,-95.156701
O101159,C5893,Karina Barnes,West,2024-02-20,2024-02-22,P997,Office Supplies,Art,Trial Model C,6,55.87,0.0,335.22,69.81,35.666917,-99.783461
O101160,C4315,Darin Nguyen,South,2024-07-05,2024-07-09,P341,Office Supplies,Binders,Investment Model C,4,376.85,0.0,1507.4,203.99,35.044324,-80.310393
O101161,C2274,Wayne Fleming,Central,2023-01-27,2023-02-04,P464,Office Supplies,Paper,That Model C,7,431.11,0.0,3017.77,241.92,39.700491,-99.3773
O101162,C9362,Ashley Harper,West,2023-05-13,2023-05-17,P242,Office Supplies,Binders,Speech Model C,3,422.05,0.0,1266.15,231.74,38.9936,-68.298358
O101163,C5346,Leslie Parker,East,2024-02-14,2024-02-21,P683,Technology,Machines,This Model A,6,308.93,0.2,1482.86,210.94,44.647562,-71.5897
O101164,C8524,Pamela Davis,South,2024-11-06,2024-11-10,P904,Technology,Accessories,Ready Model C,9,269.56,0.0,2426.04,308.71,35.799111,-105.863876
O101165,C5976,Lance Bell,West,2023-02-10,2023-02-16,P356,Furniture,Bookcases,Only Model A,9,321.97,0.0,2897.73,739.68,47.215274,-122.858519
O101166,C2189,Patrick Jimenez,West,2023-08-29,2023-09-06,P565,Technology,Machines,Information Model A,6,48.48,0.2,232.7,31.32,43.631031,-88.688334
O101167,C4757,Derek Banks,West,2023-12-11,2023-12-16,P723,Furniture,Bookcases,Happen Model C,6,249.16,0.0,1494.96,173.52,33.642418,-90.604804
O101168,C3849,Chad Dixon,East,2024-10-27,2024-11-05,P180,Office Supplies,Art,Under Model B,7,379.9,0.0,2659.3,627.25,34.329026,-81.322455
O101169,C2396,Zachary Martin,East,2023-06-23,2023-07-01,P310,Technology,Phones,Affect Model B,6,407.64,0.1,2201.26,131.41,37.204799,-73.47436
O101170,C3300,Christopher Smith,West,2023-12-16,2023-12-18,P753,Office Supplies,Binders,Yes Model A,5,429.81,0.3,1504.34,445.81,27.036924,-83.619999
O101171,C2158,Thomas Murphy,Central,2024-08-20,2024-08-29,P589,Technology,Copiers,Exist Model A,5,72.07,0.0,360.35,59.48,48.046245,-84.495236
O101172,C8867,Dana Thompson,West,2023-03-17,2023-03-23,P225,Technology,Machines,Mention Model A,2,20.72,0.1,37.3,3.0,45.273081,-122.387241
O101173,C6765,Ms. Emily Harris,Central,2023-10-08,2023-10-12,P552,Furniture,Tables,Pick Model B,1,146.66,0.0,146.66,42.28,25.088295,-80.538858
O101174,C2721,Maxwell Johnson,South,2024-06-18,2024-06-25,P151,Office Supplies,Art,Myself Model C,4,149.67,0.0,598.68,91.17,32.180401,-67.665709
O101175,C3237,Matthew Harris,Central,2024-06-06,2024-06-09,P576,Furniture,Bookcases,Major Model B,8,39.27,0.0,314.16,15.73,34.247667,-117.318995
O101176,C2333,Mr. David Peters,West,2023-04-18,2023-04-24,P338,Technology,Accessories,Friend Model A,9,342.24,0.0,3080.16,794.06,48.609013,-104.070397
O101177,C4889,Ashley Snow,South,2023-09-23,2023-10-02,P792,Furniture,Tables,Far Model B,9,333.75,0.1,2703.38,356.87,44.294459,-92.471172
O101178,C3467,Lisa Gill,West,2023-03-11,2023-03-18,P790,Technology,Phones,Oil Model C,8,112.27,0.0,898.16,89.95,38.029697,-106.051213
O101179,C4757,Daniel Carlson,West,2024-10-30,2024-11-06,P385,Furniture,Bookcases,Century Model B,1,480.78,0.0,480.78,70.71,34.870507,-119.497154
O101180,C5665,Bruce Jackson,South,2024-12-15,2024-12-24,P681,Office Supplies,Art,Bed Model B,2,178.45,0.1,321.21,77.22,43.448902,-72.232481
O101181,C8458,Thomas Washington,West,2024-10-28,2024-10-30,P310,Office Supplies,Paper,Cause Model B,4,153.26,0.0,613.04,137.99,40.360731,-73.139032
O101182,C9925,Danielle Austin,West,2024-02-05,2024-02-10,P358,Office Supplies,Paper,State Model A,6,184.15,0.0,1104.9,119.42,34.708889,-96.507083
O101183,C7311,Benjamin Morrison,East,2024-12-16,2024-12-20,P312,Technology,Phones,Month Model A,4,101.38,0.1,364.97,37.81,35.161698,-113.286504
O101184,C4612,Jacqueline Davis,West,2024-05-08,2024-05-16,P792,Furniture,Tables,Artist Model A,6,307.13,0.0,1842.78,540.8,28.840547,-92.63355
O101185,C2822,Bradley Fowler,South,2024-01-06,2024-01-13,P103,Furniture,Tables,Idea Model A,3,333.88,0.0,1001.64,143.11,32.558689,-120.185849
O101186,C6358,Anthony Burgess,East,2023-10-03,2023-10-07,P361,Technology,Accessories,Democratic Model A,8,300.98,0.0,2407.84,249.83,44.642385,-82.113342
O101187,C5194,Sarah Wright,Central,2024-10-30,2024-11-04,P757,Technology,Accessories,Soldier Model B,5,27.16,0.1,122.22,18.1,40.678066,-75.598184
O101188,C3242,Mary Higgins,West,2024-12-27,2025-01-02,P785,Office Supplies,Binders,Between Model B,6,450.65,0.0,2703.9,622.99,34.825436,-90.44669
O101189,C2043,Stephanie Wyatt,South,2024-06-23,2024-07-02,P168,Technology,Machines,Perform Model C,6,149.24,0.0,895.44,206.83,33.624184,-82.432529
O101190,C1297,Ralph Williams,South,2023-10-23,2023-10-24,P303,Technology,Machines,Bring Model B,1,358.44,0.0,358.44,27.46,46.897295,-99.142092
O101191,C8217,David Black,Central,2024-01-30,2024-02-05,P287,Furniture,Tables,Race Model A,5,462.95,0.0,2314.75,560.78,30.15096,-73.119304
O101192,C2632,Anthony Meyer,East,2024-03-27,2024-04-03,P101,Office Supplies,Binders,Create Model B,5,215.31,0.0,1076.55,153.49,46.519048,-78.383603
O101193,C6308,Robert Walker II,South,2024-07-08,2024-07-18,P680,Furniture,Bookcases,Majority Model A,9,152.9,0.0,1376.1,108.04,42.793455,-68.979126
O101194,C2903,Jaime Johnston,West,2023-04-22,2023-04-27,P394,Office Supplies,Binders,Wall Model C,2,465.16,0.0,930.32,51.29,34.372849,-115.07798
O101195,C6793,Amanda Murphy,Central,2024-03-01,2024-03-11,P271,Furniture,Tables,About Model C,2,326.86,0.0,653.72,121.59,38.204305,-91.241817
O101196,C2013,Barbara Vazquez,South,2023-12-22,2023-12-24,P488,Office Supplies,Paper,Parent Model A,9,404.75,0.0,3642.75,494.97,36.728187,-84.619777
O101197,C6096,Samuel Hanna,West,2023-04-21,2023-04-22,P950,Technology,Machines,A Model B,8,80.46,0.0,643.68,44.46,39.170118,-101.944352
O101198,C1482,Michael Harris,South,2023-05-11,2023-05-13,P512,Furniture,Tables,Herself Model C,6,455.45,0.0,2732.7,757.82,36.794205,-68.282497
O101199,C7488,Michelle Clark,West,2023-11-19,2023-11-28,P766,Office Supplies,Binders,Indicate Model A,8,409.78,0.2,2622.59,523.99,46.476297,-115.107681
O101200,C1764,Thomas Harris,Central,2023-05-21,2023-05-25,P482,Furniture,Tables,Democratic Model A,8,416.75,0.0,3334.0,224.06,46.234792,-76.431677
O101201,C3563,Sherry Robinson,Central,2023-07-18,2023-07-19,P981,Technology,Copiers,Cultural Model B,1,95.77,0.0,95.77,15.09,33.901962,-116.160231
O101202,C3704,Robert Mcdaniel,East,2023-10-17,2023-10-20,P542,Technology,Accessories,With Model B,4,365.55,0.0,1462.2,80.24,37.249733,-118.719966
O101203,C7749,William Gomez,East,2023-01-22,2023-01-26,P599,Office Supplies,Binders,I Model C,4,400.26,0.0,1601.04,96.68,46.589501,-105.72094
O101204,C5343,Sherry Davis,East,2023-10-27,2023-10-30,P296,Technology,Phones,Few Model C,4,484.45,0.1,1744.02,315.28,46.559269,-110.92797
O101205,C1256,Joshua Parks,South,2023-03-29,2023-04-07,P874,Office Supplies,Binders,Very Model A,4,154.92,0.0,619.68,88.53,40.66407,-83.817504
O101206,C5641,Anthony Gardner,South,2024-05-06,2024-05-12,P358,Furniture,Bookcases,Pressure Model B,3,345.66,0.0,1036.98,115.02,32.27245,-100.096301
O101207,C1137,Brian Smith,East,2024-12-27,2025-01-01,P136,Technology,Machines,Television Model B,7,91.13,0.0,637.91,161.44,34.50972,-74.705336
O101208,C9006,Mark Lee,South,2024-04-09,2024-04-14,P762,Furniture,Chairs,Until Model C,6,405.91,0.0,2435.46,397.78,40.868083,-89.345379
O101209,C9716,Norman Mosley,East,2023-04-11,2023-04-18,P833,Furniture,Tables,Practice Model B,2,115.72,0.0,231.44,57.99,30.260454,-79.904854
O101210,C6671,Diana Cruz,South,2023-03-08,2023-03-14,P986,Office Supplies,Binders,Affect Model B,7,187.7,0.0,1313.9,339.29,41.803888,-116.54909
O101211,C4610,Mitchell Ortega,West,2024-05-01,2024-05-09,P979,Office Supplies,Art,More Model A,4,73.16,0.1,263.38,54.23,28.987375,-71.23318
O101212,C5872,Robert Diaz,East,2023-03-29,2023-04-04,P411,Technology,Accessories,Six Model C,6,443.73,0.0,2662.38,768.9,35.637099,-114.755947
O101213,C5319,Michael Huff,East,2023-10-03,2023-10-06,P762,Technology,Accessories,Player Model B,8,53.89,0.1,388.01,43.61,42.08008,-74.948599
O101214,C5533,Erica Mckee,East,2024-06-16,2024-06-21,P851,Technology,Copiers,Purpose Model C,5,406.71,0.0,2033.55,372.41,25.696032,-93.623623
O101215,C6715,Mrs. Laurie Lee,West,2023-06-04,2023-06-12,P286,Technology,Machines,Catch Model C,3,416.74,0.0,1250.22,134.35,45.164052,-84.01388
O101216,C3921,Lynn Jacobs,South,2023-04-20,2023-04-23,P104,Furniture,Bookcases,Every Model C,6,29.05,0.2,139.44,31.89,29.056555,-120.39511
O101217,C2862,Anne Myers,Central,2023-08-05,2023-08-08,P255,Furniture,Chairs,Lose Model B,2,426.21,0.0,852.42,227.84,45.941575,-83.125498
O101218,C8861,James Yang,West,2023-03-01,2023-03-02,P369,Furniture,Bookcases,Either Model B,4,254.79,0.0,1019.16,273.29,25.956974,-95.970671
O101219,C2641,Melissa Goodman,South,2024-06-06,2024-06-11,P238,Office Supplies,Binders,Your Model A,5,403.83,0.0,2019.15,244.17,44.595828,-95.483675
O101220,C2267,David Bates,West,2023-07-18,2023-07-21,P456,Furniture,Chairs,Approach Model A,4,323.96,0.0,1295.84,152.03,42.775795,-110.686469
O101221,C5676,Tyler Griffin,East,2023-02-08,2023-02-14,P915,Office Supplies,Paper,Meet Model C,1,127.96,0.1,115.16,30.24,34.36527,-77.631604
O101222,C6598,Ashley Griffin,South,2023-05-10,2023-05-15,P251,Furniture,Tables,How Model A,6,429.51,0.0,2577.06,460.45,29.827696,-79.281147
O101223,C9515,Jennifer Blake MD,East,2024-12-21,2024-12-29,P109,Furniture,Chairs,Include Model C,8,294.05,0.0,2352.4,189.86,37.319221,-88.191715
O101224,C1213,David Richards,Central,2024-04-23,2024-04-29,P490,Technology,Copiers,Week Model B,3,118.72,0.2,284.93,39.18,45.748498,-102.947564
O101225,C2581,Travis Rodriguez,West,2023-02-02,2023-02-03,P331,Office Supplies,Art,Message Model A,7,300.91,0.0,2106.37,109.8,37.005519,-86.054365
O101226,C2885,Jeffrey Humphrey,South,2023-11-14,2023-11-19,P182,Office Supplies,Binders,Them Model A,8,125.53,0.1,903.82,212.82,42.488971,-72.960844
O101227,C5534,Franklin Figueroa,East,2023-03-08,2023-03-12,P762,Furniture,Tables,Four Model A,9,393.28,0.0,3539.52,848.35,29.621337,-94.48912
O101228,C1892,Elizabeth Salinas,West,2023-04-19,2023-04-24,P467,Technology,Phones,Bad Model C,6,106.23,0.0,637.38,120.17,30.983014,-106.589578
O101229,C4897,Katie Hall,South,2023-11-15,2023-11-25,P203,Technology,Phones,Girl Model C,7,223.53,0.0,1564.71,96.01,32.374865,-80.851347
O101230,C3315,Diane Harris DDS,South,2024-05-01,2024-05-10,P534,Furniture,Chairs,Ask Model B,2,418.21,0.0,836.42,127.63,35.89193,-86.030451
O101231,C8461,Stephen Sanchez,Central,2024-06-02,2024-06-12,P162,Furniture,Bookcases,Resource Model A,6,418.17,0.0,2509.02,494.85,44.051409,-71.320195
O101232,C3419,Jaime Williams,West,2024-07-03,2024-07-05,P525,Furniture,Bookcases,Notice Model C,8,486.3,0.0,3890.4,1009.99,28.720242,-83.590789
O101233,C2162,Robin Peters,East,2023-07-13,2023-07-23,P218,Office Supplies,Art,Exist Model B,5,44.59,0.0,222.95,59.67,28.976814,-120.168869
O101234,C7004,Tammy Mendoza,Central,2024-04-16,2024-04-23,P341,Furniture,Bookcases,Factor Model A,9,474.41,0.0,4269.69,334.9,42.338159,-115.223874
O101235,C1288,Alice Faulkner,East,2024-11-04,2024-11-14,P775,Technology,Accessories,Tv Model A,5,330.58,0.0,1652.9,378.96,44.880051,-69.988211
O101236,C3793,Michael Murray,East,2024-01-14,2024-01-18,P742,Furniture,Chairs,Especially Model C,7,290.71,0.0,2034.97,430.22,45.077555,-79.160308
O101237,C3442,Julie Carr,West,2024-06-26,2024-07-05,P703,Office Supplies,Binders,Value Model C,3,297.5,0.0,892.5,236.54,29.274662,-98.145315
O101238,C1939,Martha Miles,West,2024-04-13,2024-04-22,P774,Furniture,Bookcases,Author Model A,4,222.46,0.0,889.84,162.36,28.51321,-123.676107
O101239,C3894,Christian Hubbard,Central,2024-09-15,2024-09-24,P469,Technology,Phones,Laugh Model C,4,18.84,0.0,75.36,20.72,36.552201,-82.812499
O101240,C2079,Jeffery Wright,Central,2023-10-26,2023-10-27,P128,Furniture,Bookcases,Choose Model A,2,90.04,0.0,180.08,35.03,45.95681,-68.600591
O101241,C2606,Andrew Floyd,South,2024-06-17,2024-06-25,P295,Office Supplies,Binders,Film Model A,1,476.13,0.0,476.13,114.95,39.043846,-102.102509
O101242,C2462,Jennifer Anderson,South,2023-11-06,2023-11-14,P874,Office Supplies,Paper,Strong Model A,3,451.2,0.0,1353.6,126.53,26.876667,-78.269745
O101243,C6254,Breanna Davis,East,2024-08-18,2024-08-27,P980,Furniture,Tables,Rest Model A,6,156.8,0.1,846.72,201.39,48.112429,-79.562052
O101244,C3036,Amanda Roberts,South,2024-03-14,2024-03-15,P997,Technology,Phones,Nor Model A,6,39.04,0.2,187.39,30.55,34.753827,-117.015644
O101245,C3424,Shawn Johnson,Central,2023-08-20,2023-08-24,P576,Office Supplies,Paper,Dog Model B,8,254.14,0.0,2033.12,202.26,42.541119,-85.21522
O101246,C6909,Teresa Dillon,East,2024-03-29,2024-04-02,P868,Office Supplies,Paper,Identify Model C,6,105.33,0.0,631.98,172.99,46.059489,-88.750062
O101247,C5480,Robin Ruiz,Central,2023-11-19,2023-11-28,P960,Technology,Machines,But Model B,7,437.56,0.1,2756.63,263.06,31.680413,-90.806982
O101248,C3825,David Sims,East,2024-10-20,2024-10-25,P467,Office Supplies,Art,Use Model A,2,272.97,0.1,491.35,64.52,27.660797,-83.327524
O101249,C7712,Kelly Johnson,West,2024-08-06,2024-08-08,P499,Furniture,Tables,Performance Model B,6,27.48,0.0,164.88,14.83,28.205843,-81.460226
O101250,C5434,Andrea Blankenship,Central,2023-04-30,2023-05-04,P189,Furniture,Chairs,That Model C,6,492.93,0.2,2366.06,352.74,38.875379,-105.242214
O101251,C2328,Brandon Bates,South,2023-09-29,2023-10-02,P101,Furniture,Tables,Simply Model B,2,17.18,0.0,34.36,3.66,44.346259,-89.40354
O101252,C8762,Chad Benitez,Central,2024-12-31,2025-01-10,P925,Furniture,Bookcases,Claim Model A,5,246.92,0.1,1111.14,312.45,33.269687,-102.896825
O101253,C6987,Alejandra Wilson,South,2023-12-01,2023-12-02,P919,Furniture,Bookcases,Leg Model A,1,189.96,0.0,189.96,10.68,45.668885,-114.63929
O101254,C2937,William Cardenas,Central,2024-11-03,2024-11-04,P602,Technology,Phones,Door Model A,3,69.28,0.2,166.27,19.45,42.985806,-99.671721
O101255,C7029,Jonathan Martinez,South,2023-11-07,2023-11-12,P917,Technology,Accessories,Boy Model A,1,54.15,0.1,48.74,7.78,32.585173,-104.541107
O101256,C6078,Matthew Hodge,South,2023-05-14,2023-05-15,P600,Office Supplies,Binders,Decade Model A,8,264.04,0.0,2112.32,465.4,47.065838,-102.955582
O101257,C6032,Stephen Yoder,Central,2023-03-11,2023-03-15,P310,Technology,Phones,Serious Model C,7,350.22,0.0,2451.54,346.08,28.179562,-97.58409
O101258,C3566,Tyler Nicholson,East,2023-09-30,2023-10-02,P685,Furniture,Chairs,Woman Model B,1,284.44,0.0,284.44,77.24,45.996797,-84.292295
O101259,C3841,Deborah Jones,Central,2023-03-24,2023-03-27,P640,Furniture,Chairs,Home Model A,9,19.22,0.0,172.98,29.54,47.261889,-114.062056
O101260,C2855,Jason Bryant,South,2023-02-15,2023-02-25,P317,Technology,Copiers,Successful Model C,5,113.6,0.0,568.0,41.91,38.931734,-84.883195
O101261,C2665,Brian Miller,Central,2024-08-12,2024-08-22,P296,Furniture,Chairs,Street Model C,7,23.03,0.1,145.09,31.11,30.069599,-81.063084
O101262,C6419,Cynthia Tucker,South,2023-07-01,2023-07-06,P520,Technology,Phones,Officer Model C,8,331.72,0.0,2653.76,473.95,43.886839,-85.709028
O101263,C4443,Jim Martin,West,2024-12-27,2025-01-05,P979,Furniture,Bookcases,Ok Model B,1,125.08,0.0,125.08,9.1,26.705401,-67.24011
O101264,C6163,Tonya Hampton,Central,2023-11-04,2023-11-14,P562,Furniture,Chairs,Industry Model C,9,448.44,0.1,3632.36,1086.98,37.535092,-77.954409
O101265,C7713,Kristen Ellis,Central,2024-12-19,2024-12-26,P686,Technology,Phones,Argue Model C,4,18.43,0.1,66.35,5.99,25.60212,-96.231108
O101266,C8508,Sarah Golden,East,2023-11-14,2023-11-24,P493,Furniture,Bookcases,Impact Model C,3,112.53,0.0,337.59,98.55,32.636505,-95.769899
O101267,C3119,James Gallagher,South,2023-11-22,2023-11-26,P257,Office Supplies,Art,Free Model C,5,37.96,0.2,151.84,31.9,44.695564,-110.846096
O101268,C7463,Robert Odom,East,2024-03-25,2024-03-30,P387,Technology,Accessories,Defense Model B,1,53.02,0.0,53.02,15.17,33.580355,-88.763624
O101269,C4319,Kimberly Miller,West,2023-12-16,2023-12-23,P524,Office Supplies,Binders,Even Model B,9,11.96,0.0,107.64,7.51,45.796391,-108.168968
O101270,C9084,Annette Ortiz,West,2024-01-15,2024-01-18,P384,Technology,Machines,Detail Model B,9,354.8,0.0,3193.2,423.53,47.516028,-103.734506
O101271,C8104,Jason Williams,West,2024-03-09,2024-03-17,P303,Technology,Machines,Trouble Model B,5,475.92,0.2,1903.68,114.27,30.160345,-110.745755
O101272,C6153,Darlene Reynolds,South,2023-10-04,2023-10-13,P979,Technology,Accessories,Bank Model A,9,275.06,0.1,2227.99,615.81,32.118526,-104.055896
O101273,C2149,Mary Cross,Central,2024-11-27,2024-12-07,P534,Technology,Phones,Small Model A,4,377.8,0.0,1511.2,386.74,36.107502,-107.159297
O101274,C4747,Sergio Gutierrez,Central,2024-11-04,2024-11-07,P102,Furniture,Bookcases,Need Model C,2,23.97,0.0,47.94,10.83,28.305638,-90.817943
O101275,C1316,Dr. Jay Beard Jr.,East,2023-12-25,2023-12-30,P833,Office Supplies,Paper,Level Model C,9,116.26,0.0,1046.34,181.44,31.174964,-114.139389
O101276,C1487,Carol Peters,Central,2024-09-21,2024-09-28,P758,Office Supplies,Paper,Window Model A,9,488.84,0.0,4399.56,1173.17,31.6929,-88.263141
O101277,C5527,Norman Estes,Central,2024-11-30,2024-12-01,P975,Furniture,Chairs,Base Model C,6,323.86,0.0,1943.16,472.08,47.714378,-73.116657
O101278,C2197,Eric Osborne,South,2023-08-12,2023-08-13,P669,Office Supplies,Binders,Ability Model C,9,16.69,0.1,135.19,16.46,38.68659,-80.630605
O101279,C3344,Brian Kidd,Central,2023-08-17,2023-08-22,P930,Technology,Machines,Create Model A,2,197.92,0.1,356.26,78.19,30.92004,-73.275837
O101280,C6952,Justin Carter,West,2024-11-04,2024-11-07,P469,Office Supplies,Paper,Reveal Model C,7,409.79,0.0,2868.53,464.64,44.312446,-105.849764
O101281,C3923,Adam Bass,Central,2023-09-21,2023-10-01,P894,Office Supplies,Paper,Dark Model B,5,216.68,0.1,975.06,93.72,34.267952,-99.738485
O101282,C7985,Scott Harrington,South,2023-06-01,2023-06-11,P684,Technology,Copiers,Tend Model A,5,265.68,0.0,1328.4,293.17,36.985669,-95.110571
O101283,C8569,Cindy Alexander,South,2023-04-22,2023-04-27,P396,Furniture,Bookcases,Foot Model C,9,478.14,0.0,4303.26,732.32,48.434404,-114.470685
O101284,C6821,Ryan Rice,South,2024-02-02,2024-02-12,P673,Furniture,Tables,Suggest Model A,8,173.39,0.0,1387.12,321.93,48.240887,-72.054093
O101285,C7919,Trevor Barnes,West,2023-03-12,2023-03-16,P880,Technology,Machines,Newspaper Model B,8,191.48,0.0,1531.84,219.05,48.491378,-101.015492
O101286,C9330,Angel Hicks,South,2024-05-31,2024-06-01,P593,Furniture,Chairs,Recently Model C,2,245.1,0.1,441.18,48.25,42.220656,-85.194391
O101287,C4664,Aaron Mckee,West,2024-07-23,2024-08-02,P434,Office Supplies,Paper,Environment Model A,9,110.1,0.1,891.81,238.54,33.799738,-86.855598
O101288,C9664,Steven Harper,West,2023-10-17,2023-10-24,P898,Technology,Phones,Side Model C,2,68.84,0.2,110.14,24.21,37.228918,-102.329409
O101289,C1559,Tammy Stewart,Central,2023-07-13,2023-07-19,P818,Technology,Copiers,Protect Model B,2,444.0,0.0,888.0,60.5,26.302402,-104.921373
O101290,C8338,Michael Phillips,West,2024-11-21,2024-11-26,P561,Furniture,Chairs,Long Model B,1,54.44,0.0,54.44,6.79,36.255892,-70.582666
O101291,C1608,Christine Leon,West,2024-01-18,2024-01-21,P462,Furniture,Chairs,Way Model B,6,216.41,0.0,1298.46,214.06,29.807296,-100.220243
O101292,C2411,Nicholas Odonnell,East,2023-10-18,2023-10-20,P557,Furniture,Bookcases,Able Model B,6,443.12,0.0,2658.72,330.52,41.384795,-72.284129
O101293,C7362,Amy Vazquez,East,2024-05-17,2024-05-21,P135,Office Supplies,Paper,Particular Model B,8,177.99,0.3,996.74,252.02,48.40598,-102.539046
O101294,C8692,Rhonda Barnett,Central,2024-04-28,2024-05-04,P818,Technology,Accessories,Represent Model C,5,321.54,0.0,1607.7,84.27,46.629432,-113.276284
O101295,C2768,Elizabeth Lopez,South,2024-06-17,2024-06-26,P973,Office Supplies,Binders,Once Model A,8,127.5,0.2,816.0,199.64,38.846414,-106.059865
O101296,C5083,Daniel Smith,South,2024-01-16,2024-01-24,P726,Office Supplies,Art,Sign Model A,5,130.35,0.0,651.75,47.37,42.364985,-120.788324
O101297,C2981,Sarah Johnson,South,2023-07-05,2023-07-06,P130,Office Supplies,Binders,Television Model C,2,71.05,0.0,142.1,34.76,47.3557,-72.187031
